"","date","hits","keyword","geo","time","gprop","category"
"1",2019-01-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"2",2019-01-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"3",2019-01-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"4",2019-01-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"5",2019-02-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"6",2019-02-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"7",2019-02-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"8",2019-02-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"9",2019-03-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"10",2019-03-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"11",2019-03-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"12",2019-03-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"13",2019-03-31,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"14",2019-04-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"15",2019-04-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"16",2019-04-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"17",2019-04-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"18",2019-05-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"19",2019-05-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"20",2019-05-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"21",2019-05-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"22",2019-06-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"23",2019-06-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"24",2019-06-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"25",2019-06-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"26",2019-06-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"27",2019-07-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"28",2019-07-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"29",2019-07-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"30",2019-07-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"31",2019-08-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"32",2019-08-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"33",2019-08-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"34",2019-08-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"35",2019-09-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"36",2019-09-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"37",2019-09-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"38",2019-09-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"39",2019-09-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"40",2019-10-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"41",2019-10-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"42",2019-10-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"43",2019-10-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"44",2019-11-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"45",2019-11-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"46",2019-11-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"47",2019-11-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"48",2019-12-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"49",2019-12-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"50",2019-12-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"51",2019-12-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"52",2019-12-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"53",2020-01-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"54",2020-01-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"55",2020-01-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"56",2020-01-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"57",2020-02-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"58",2020-02-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"59",2020-02-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"60",2020-02-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"61",2020-03-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"62",2020-03-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"63",2020-03-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"64",2020-03-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"65",2020-03-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"66",2020-04-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"67",2020-04-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"68",2020-04-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"69",2020-04-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"70",2020-05-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"71",2020-05-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"72",2020-05-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"73",2020-05-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"74",2020-05-31,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"75",2020-06-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"76",2020-06-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"77",2020-06-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"78",2020-06-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"79",2020-07-05,"25","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"80",2020-07-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"81",2020-07-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"82",2020-07-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"83",2020-08-02,"39","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"84",2020-08-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"85",2020-08-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"86",2020-08-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"87",2020-08-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"88",2020-09-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"89",2020-09-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"90",2020-09-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"91",2020-09-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"92",2020-10-04,"99","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"93",2020-10-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"94",2020-10-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"95",2020-10-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"96",2020-11-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"97",2020-11-08,"35","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"98",2020-11-15,"100","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"99",2020-11-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"100",2020-11-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"101",2020-12-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"102",2020-12-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"103",2020-12-20,"35","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"104",2020-12-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"105",2021-01-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"106",2021-01-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"107",2021-01-17,"66","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"108",2021-01-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"109",2021-01-31,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"110",2021-02-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"111",2021-02-14,"60","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"112",2021-02-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"113",2021-02-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"114",2021-03-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"115",2021-03-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"116",2021-03-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"117",2021-03-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"118",2021-04-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"119",2021-04-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"120",2021-04-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"121",2021-04-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"122",2021-05-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"123",2021-05-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"124",2021-05-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"125",2021-05-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"126",2021-05-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"127",2021-06-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"128",2021-06-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"129",2021-06-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"130",2021-06-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"131",2021-07-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"132",2021-07-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"133",2021-07-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"134",2021-07-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"135",2021-08-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"136",2021-08-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"137",2021-08-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"138",2021-08-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"139",2021-08-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"140",2021-09-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"141",2021-09-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"142",2021-09-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"143",2021-09-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"144",2021-10-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"145",2021-10-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"146",2021-10-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"147",2021-10-24,"50","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"148",2021-10-31,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"149",2021-11-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"150",2021-11-14,"33","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"151",2021-11-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"152",2021-11-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"153",2021-12-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"154",2021-12-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"155",2021-12-19,"56","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"156",2021-12-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"157",2022-01-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"158",2022-01-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"159",2022-01-16,"34","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"160",2022-01-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"161",2022-01-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"162",2022-02-06,"41","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"163",2022-02-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"164",2022-02-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"165",2022-02-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"166",2022-03-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"167",2022-03-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"168",2022-03-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"169",2022-03-27,"19","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"170",2022-04-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"171",2022-04-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"172",2022-04-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"173",2022-04-24,"25","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"174",2022-05-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"175",2022-05-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"176",2022-05-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"177",2022-05-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"178",2022-05-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"179",2022-06-05,"27","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"180",2022-06-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"181",2022-06-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"182",2022-06-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"183",2022-07-03,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"184",2022-07-10,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"185",2022-07-17,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"186",2022-07-24,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"187",2022-07-31,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"188",2022-08-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"189",2022-08-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"190",2022-08-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"191",2022-08-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"192",2022-09-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"193",2022-09-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"194",2022-09-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"195",2022-09-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"196",2022-10-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"197",2022-10-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"198",2022-10-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"199",2022-10-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"200",2022-10-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"201",2022-11-06,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"202",2022-11-13,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"203",2022-11-20,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"204",2022-11-27,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"205",2022-12-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"206",2022-12-11,"81","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"207",2022-12-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"208",2022-12-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"209",2023-01-01,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"210",2023-01-08,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"211",2023-01-15,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"212",2023-01-22,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"213",2023-01-29,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"214",2023-02-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"215",2023-02-12,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"216",2023-02-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"217",2023-02-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"218",2023-03-05,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"219",2023-03-12,"48","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"220",2023-03-19,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"221",2023-03-26,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"222",2023-04-02,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"223",2023-04-09,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"224",2023-04-16,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"225",2023-04-23,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"226",2023-04-30,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"227",2023-05-07,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"228",2023-05-14,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"229",2023-05-21,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"230",2023-05-28,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"231",2023-06-04,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"232",2023-06-11,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"233",2023-06-18,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"234",2023-06-25,"0","remdesivir","US-AK","2019-01-01 2023-6-27","web",0
"235",2019-01-06,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"236",2019-01-13,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"237",2019-01-20,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"238",2019-01-27,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"239",2019-02-03,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"240",2019-02-10,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"241",2019-02-17,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"242",2019-02-24,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"243",2019-03-03,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"244",2019-03-10,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"245",2019-03-17,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"246",2019-03-24,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"247",2019-03-31,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"248",2019-04-07,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"249",2019-04-14,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"250",2019-04-21,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"251",2019-04-28,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"252",2019-05-05,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"253",2019-05-12,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"254",2019-05-19,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"255",2019-05-26,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"256",2019-06-02,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"257",2019-06-09,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"258",2019-06-16,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"259",2019-06-23,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"260",2019-06-30,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"261",2019-07-07,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"262",2019-07-14,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"263",2019-07-21,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"264",2019-07-28,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"265",2019-08-04,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"266",2019-08-11,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"267",2019-08-18,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"268",2019-08-25,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"269",2019-09-01,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"270",2019-09-08,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"271",2019-09-15,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"272",2019-09-22,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"273",2019-09-29,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"274",2019-10-06,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"275",2019-10-13,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"276",2019-10-20,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"277",2019-10-27,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"278",2019-11-03,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"279",2019-11-10,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"280",2019-11-17,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"281",2019-11-24,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"282",2019-12-01,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"283",2019-12-08,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"284",2019-12-15,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"285",2019-12-22,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"286",2019-12-29,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"287",2020-01-05,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"288",2020-01-12,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"289",2020-01-19,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"290",2020-01-26,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"291",2020-02-02,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"292",2020-02-09,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"293",2020-02-16,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"294",2020-02-23,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"295",2020-03-01,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"296",2020-03-08,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"297",2020-03-15,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"298",2020-03-22,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"299",2020-03-29,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"300",2020-04-05,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"301",2020-04-12,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"302",2020-04-19,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"303",2020-04-26,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"304",2020-05-03,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"305",2020-05-10,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"306",2020-05-17,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"307",2020-05-24,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"308",2020-05-31,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"309",2020-06-07,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"310",2020-06-14,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"311",2020-06-21,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"312",2020-06-28,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"313",2020-07-05,"25","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"314",2020-07-12,"49","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"315",2020-07-19,"12","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"316",2020-07-26,"21","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"317",2020-08-02,"12","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"318",2020-08-09,"10","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"319",2020-08-16,"3","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"320",2020-08-23,"7","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"321",2020-08-30,"7","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"322",2020-09-06,"5","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"323",2020-09-13,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"324",2020-09-20,"0","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"325",2020-09-27,"45","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"326",2020-10-04,"51","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"327",2020-10-11,"16","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"328",2020-10-18,"36","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"329",2020-10-25,"13","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
"330",2020-11-01,"9","remdesivir","US-AZ","2019-01-01 2023-6-27","web",0
